Id;Date_naissance;Sexe;Job;Emploi_actuel;Logement;Duree_Residence;Proprietaire;Telephone;Historique_credit;Nb_credit_existants;Compte_courant;Compte_cheque;Motif_credit;Montant_credit;Duree_credit_en_mois;Garants;Autres_acomptes;Typologie_client
247;17/10/1966;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;4;Bien immobilier;0;Compte critique / Autres credits (autre banque);3;Pas de compte courant;< 100 EUR;Radio/Television;717;12;0;;Bon client
248;05/06/1983;Homme;Qualifie/fonctionnaire;1-4 ans;Location;1;Inconnu/Pas de propriete;0;Pas de credit/credit rembourse;1;Pas de compte courant;100-500 EUR;Car (new);1204;6;0;;Bon client
249;01/05/1992;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;2;Bien immobilier;0;Pas de credit/credit rembourse;1;>=200 EUR;< 100 EUR;Mobilier /equipements;1925;24;0;;Bon client
250;12/07/1996;Femme;Qualifie/fonctionnaire;Sans emploi;Location;4;Bien immobilier;0;Pas de credit/credit rembourse;1;Pas de compte courant;< 100 EUR;Radio/Television;433;18;1;;Mauvais client
251;18/09/1979;Femme;Non qualifie;4 a 7 ans;Proprietaire;4;Bien immobilier;1;Compte critique / Autres credits (autre banque);2;< 0EUR;>=1000 EUR;Car (new);666;6;0;;Bon client
252;21/09/1972;Femme;Non qualifie;1-4 ans;Proprietaire;2;Voiture ou autre;0;Pas de credit/credit rembourse;1;>=200 EUR;< 100 EUR;Mobilier /equipements;2251;12;0;;Bon client
253;11/09/1994;Femme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;2;Inconnu/Pas de propriete;0;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Car (new);2150;30;1;;Mauvais client
254;22/09/1983;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;3;Accord de construction;0;Au moins un retard de paiement;2;Pas de compte courant;100-500 EUR;Mobilier /equipements;4151;24;0;;Bon client
255;23/10/1994;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;1;Voiture ou autre;1;Pas de credit/credit rembourse;1;0-200 EUR;Compte cheque inconnu;Mobilier /equipements;2030;9;0;;Bon client
256;15/01/1991;Homme;Non qualifie;1-4 ans;Proprietaire;1;Bien immobilier;0;Au moins un retard de paiement;1;0-200 EUR;Compte cheque inconnu;Radio/Television;7418;60;0;;Bon client
257;13/06/1983;Homme;Non qualifie;1-4 ans;Proprietaire;2;Bien immobilier;0;Compte critique / Autres credits (autre banque);2;Pas de compte courant;< 100 EUR;Radio/Television;2684;24;0;;Bon client
258;29/01/1989;Homme;Qualifie/fonctionnaire;1-4 ans;Logement gratuit;1;Inconnu/Pas de propriete;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Radio/Television;2149;12;0;Aucun;Mauvais client
259;28/09/1995;Femme;Qualifie/fonctionnaire;< 1 an;Proprietaire;4;Voiture ou autre;1;Pas de credit/credit rembourse;1;Pas de compte courant;100-500 EUR;Car (used);3812;15;0;;Bon client
260;20/04/1961;Femme;Non qualifie;Sans emploi;Proprietaire;4;Bien immobilier;0;Compte critique / Autres credits (autre banque);3;Pas de compte courant;100-500 EUR;Radio/Television;1154;11;0;;Bon client
261;30/04/1991;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;2;Bien immobilier;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Mobilier /equipements;1657;12;0;;Bon client
262;23/03/1963;Femme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;4;Voiture ou autre;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Radio/Television;1603;24;0;;Bon client
263;14/10/1982;Homme;Tres qualifie/independants;>=7 ans;Logement gratuit;4;Inconnu/Pas de propriete;1;Compte critique / Autres credits (autre banque);3;< 0EUR;< 100 EUR;Car (new);5302;18;0;;Bon client
264;01/08/1961;Femme;Non qualifie;>=7 ans;Logement gratuit;4;Inconnu/Pas de propriete;0;Compte critique / Autres credits (autre banque);3;Pas de compte courant;< 100 EUR;Education;2748;12;0;;Bon client
265;23/10/1986;Homme;Non qualifie;>=7 ans;Proprietaire;4;Bien immobilier;0;Compte critique / Autres credits (autre banque);2;Pas de compte courant;< 100 EUR;Car (new);1231;10;0;;Bon client
266;12/05/1981;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;3;Voiture ou autre;0;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Radio/Television;802;15;0;;Mauvais client
267;25/09/1982;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;4;Bien immobilier;0;Compte critique / Autres credits (autre banque);2;Pas de compte courant;Compte cheque inconnu;Affaires;6304;36;0;;Bon client
268;08/02/1980;Femme;Qualifie/fonctionnaire;< 1 an;Proprietaire;3;Voiture ou autre;1;Pas de credit/credit rembourse;1;Pas de compte courant;< 100 EUR;Radio/Television;1533;24;0;Magasins;Bon client
269;20/05/1973;Homme;Tres qualifie/independants;>=7 ans;Proprietaire;4;Accord de construction;1;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Car (new);8978;14;0;;Mauvais client
270;11/06/1993;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;2;Voiture ou autre;0;Pas de credit/credit rembourse;2;Pas de compte courant;Compte cheque inconnu;Radio/Television;999;24;0;;Bon client
271;20/07/1986;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;3;Accord de construction;0;Pas de credit/credit rembourse;1;Pas de compte courant;Compte cheque inconnu;Car (new);2662;18;0;;Bon client
272;24/01/1981;Femme;Qualifie/fonctionnaire;4 a 7 ans;Location;4;Voiture ou autre;1;Compte critique / Autres credits (autre banque);1;Pas de compte courant;500-1000 EUR;Mobilier /equipements;1402;12;0;;Bon client
273;24/03/1982;Homme;Tres qualifie/independants;Sans emploi;Logement gratuit;4;Inconnu/Pas de propriete;1;Pas de credit/credit rembourse;1;0-200 EUR;Compte cheque inconnu;Car (new);12169;48;1;;Bon client
274;27/07/1990;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;4;Bien immobilier;0;Pas de credit/credit rembourse;2;0-200 EUR;< 100 EUR;Radio/Television;3060;48;0;;Mauvais client
275;27/12/1984;Homme;Non qualifie;< 1 an;Proprietaire;1;Inconnu/Pas de propriete;1;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Reparation;11998;30;0;;Mauvais client
276;31/01/1986;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;2;Bien immobilier;0;Pas de credit/credit rembourse;1;Pas de compte courant;< 100 EUR;Radio/Television;2697;9;0;;Bon client
277;12/12/1992;Femme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;2;Voiture ou autre;0;Compte critique / Autres credits (autre banque);2;Pas de compte courant;< 100 EUR;Radio/Television;2404;18;0;;Bon client
278;13/06/1969;Homme;Non qualifie;>=7 ans;Proprietaire;4;Accord de construction;1;Pas de credit/credit rembourse;1;< 0EUR;Compte cheque inconnu;Mobilier /equipements;1262;12;0;;Bon client
279;15/09/1986;Femme;Qualifie/fonctionnaire;< 1 an;Proprietaire;4;Accord de construction;0;Pas de credit/credit rembourse;1;Pas de compte courant;< 100 EUR;Mobilier /equipements;4611;6;0;;Mauvais client
280;10/02/1989;Homme;Tres qualifie/independants;1-4 ans;Location;4;Voiture ou autre;1;Pas de credit/credit rembourse;1;Pas de compte courant;100-500 EUR;Radio/Television;1901;24;0;;Bon client
281;18/08/1995;Homme;Qualifie/fonctionnaire;>=7 ans;Location;4;Inconnu/Pas de propriete;1;Compte critique / Autres credits (autre banque);2;Pas de compte courant;>=1000 EUR;Car (used);3368;15;0;;Bon client
282;20/03/1968;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;2;Bien immobilier;0;Pas de credit/credit rembourse;1;Pas de compte courant;< 100 EUR;Mobilier /equipements;1574;12;0;;Bon client
283;12/02/1969;Homme;Non qualifie;4 a 7 ans;Proprietaire;4;Voiture ou autre;0;Pas de credit/credit rembourse;1;>=200 EUR;Compte cheque inconnu;Radio/Television;1445;18;0;;Bon client
284;05/10/1955;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;4;Accord de construction;0;Compte critique / Autres credits (autre banque);1;Pas de compte courant;Compte cheque inconnu;Mobilier /equipements;1520;15;0;;Bon client
285;14/10/1981;Homme;Qualifie/fonctionnaire;< 1 an;Proprietaire;2;Voiture ou autre;1;Compte critique / Autres credits (autre banque);1;0-200 EUR;100-500 EUR;Car (new);3878;24;0;;Bon client
286;10/03/1983;Femme;Non qualifie;< 1 an;Proprietaire;1;Bien immobilier;1;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Car (new);10722;47;0;;Bon client
287;06/04/1992;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;3;Accord de construction;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Car (used);4788;48;0;;Bon client
288;18/09/1987;Homme;Tres qualifie/independants;Sans emploi;Logement gratuit;4;Inconnu/Pas de propriete;1;Au moins un retard de paiement;1;0-200 EUR;100-500 EUR;Autres;7582;48;0;;Bon client
289;18/06/1969;Femme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;4;Bien immobilier;1;Pas de credit/credit rembourse;2;0-200 EUR;< 100 EUR;Radio/Television;1092;12;1;;Bon client
290;28/03/1970;Homme;Qualifie/fonctionnaire;< 1 an;Proprietaire;4;Bien immobilier;0;Au moins un retard de paiement;1;< 0EUR;< 100 EUR;Radio/Television;1024;24;0;;Mauvais client
291;14/04/1992;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;2;Bien immobilier;1;Pas de credit/credit rembourse;1;Pas de compte courant;< 100 EUR;Affaires;1076;12;0;;Bon client
292;08/03/1990;Homme;Tres qualifie/independants;< 1 an;Location;4;Voiture ou autre;1;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Car (used);9398;36;0;;Mauvais client
293;05/05/1974;Femme;Tres qualifie/independants;>=7 ans;Logement gratuit;4;Inconnu/Pas de propriete;1;Compte critique / Autres credits (autre banque);2;< 0EUR;< 100 EUR;Car (used);6419;24;0;;Bon client
294;24/06/1962;Homme;Qualifie/fonctionnaire;>=7 ans;Logement gratuit;4;Inconnu/Pas de propriete;0;Compte critique / Autres credits (autre banque);1;>=200 EUR;< 100 EUR;Car (used);4796;42;0;;Bon client
295;11/04/1972;Homme;Tres qualifie/independants;>=7 ans;Proprietaire;2;Voiture ou autre;0;Compte critique / Autres credits (autre banque);2;Pas de compte courant;Compte cheque inconnu;Affaires;7629;48;0;;Bon client
296;26/04/1992;Femme;Qualifie/fonctionnaire;< 1 an;Proprietaire;2;Voiture ou autre;1;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Mobilier /equipements;9960;48;0;;Mauvais client
297;22/03/1998;Femme;Qualifie/fonctionnaire;< 1 an;Location;4;Voiture ou autre;0;Pas de credit/credit rembourse;1;Pas de compte courant;Compte cheque inconnu;Car (used);4675;12;0;Magasins;Bon client
298;25/10/1973;Homme;Non qualifie;>=7 ans;Proprietaire;2;Accord de construction;0;Pas de credit/credit rembourse;1;Pas de compte courant;Compte cheque inconnu;Car (new);1287;10;1;;Bon client
299;21/11/1975;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;4;Bien immobilier;1;Pas de credit/credit rembourse;1;Pas de compte courant;< 100 EUR;Mobilier /equipements;2515;18;0;;Bon client
300;03/05/1986;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;2;Voiture ou autre;1;Compte critique / Autres credits (autre banque);2;0-200 EUR;>=1000 EUR;Mobilier /equipements;2745;21;0;;Bon client
301;05/07/1964;Femme;Sans emploi;Sans emploi;Proprietaire;4;Bien immobilier;1;Pas de credit/credit rembourse;1;Pas de compte courant;< 100 EUR;Car (new);672;6;0;;Bon client
302;29/03/1976;Femme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;1;Voiture ou autre;1;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Radio/Television;3804;36;0;;Mauvais client
303;23/02/1981;Homme;Non qualifie;4 a 7 ans;Proprietaire;2;Bien immobilier;0;Compte critique / Autres credits (autre banque);2;>=200 EUR;Compte cheque inconnu;Car (new);1344;24;0;;Mauvais client
304;29/06/1969;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;3;Accord de construction;1;Compte critique / Autres credits (autre banque);2;< 0EUR;< 100 EUR;Car (new);1038;10;1;;Bon client
305;21/06/1974;Homme;Qualifie/fonctionnaire;1-4 ans;Logement gratuit;2;Inconnu/Pas de propriete;0;Compte critique / Autres credits (autre banque);1;Pas de compte courant;500-1000 EUR;Car (new);10127;48;0;Banque;Mauvais client
306;04/08/1985;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;2;Bien immobilier;0;Pas de credit/credit rembourse;1;Pas de compte courant;>=1000 EUR;Mobilier /equipements;1543;6;0;;Bon client
307;27/07/1994;Femme;Non qualifie;4 a 7 ans;Location;4;Accord de construction;0;Pas de credit/credit rembourse;1;Pas de compte courant;Compte cheque inconnu;Car (used);4811;30;0;;Bon client
308;04/02/1985;Homme;Non qualifie;< 1 an;Proprietaire;3;Inconnu/Pas de propriete;1;Pas de credit/credit rembourse;1;< 0EUR;100-500 EUR;Radio/Television;727;12;0;;Mauvais client
309;06/11/1994;Femme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;4;Bien immobilier;0;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Mobilier /equipements;1237;8;0;;Mauvais client
310;09/02/1996;Homme;Non qualifie;1-4 ans;Location;4;Bien immobilier;0;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Car (new);276;9;0;;Bon client
311;02/03/1978;Homme;Sans emploi;Sans emploi;Logement gratuit;4;Inconnu/Pas de propriete;1;Pas de credit/credit rembourse;1;0-200 EUR;Compte cheque inconnu;Autres;5381;48;0;;Bon client
312;22/12/1993;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;1;Voiture ou autre;0;Pas de credit/credit rembourse;1;Pas de compte courant;100-500 EUR;Mobilier /equipements;5511;24;0;Magasins;Bon client
313;16/07/1992;Femme;Qualifie/fonctionnaire;< 1 an;Proprietaire;4;Voiture ou autre;0;Pas de credit/credit rembourse;1;>=200 EUR;< 100 EUR;Mobilier /equipements;3749;24;0;;Bon client
314;29/08/1993;Homme;Non qualifie;4 a 7 ans;Proprietaire;3;Voiture ou autre;0;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Car (new);685;12;0;;Mauvais client
315;02/09/1989;Homme;Non qualifie;< 1 an;Proprietaire;2;Bien immobilier;0;Pas de credit/credit rembourse;1;>=200 EUR;Compte cheque inconnu;Car (new);1494;4;0;Magasins;Bon client
316;08/03/1987;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;4;Voiture ou autre;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Mobilier /equipements;2746;36;0;Magasins;Mauvais client
317;06/04/1980;Homme;Non qualifie;1-4 ans;Proprietaire;3;Accord de construction;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Mobilier /equipements;708;12;1;;Bon client
318;04/06/1970;Femme;Non qualifie;1-4 ans;Proprietaire;4;Accord de construction;1;Pas de credit/credit rembourse;1;0-200 EUR;Compte cheque inconnu;Mobilier /equipements;4351;24;0;;Bon client
319;17/07/1986;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;2;Voiture ou autre;0;Compte critique / Autres credits (autre banque);2;Pas de compte courant;< 100 EUR;Education;701;12;0;;Bon client
320;26/02/1991;Femme;Non qualifie;>=7 ans;Proprietaire;4;Accord de construction;0;Au moins un retard de paiement;2;< 0EUR;< 100 EUR;Mobilier /equipements;3643;15;0;;Bon client
321;15/04/1990;Homme;Tres qualifie/independants;Sans emploi;Proprietaire;2;Voiture ou autre;0;Compte critique / Autres credits (autre banque);2;0-200 EUR;< 100 EUR;Car (new);4249;30;0;;Mauvais client
322;30/11/1986;Homme;Qualifie/fonctionnaire;< 1 an;Proprietaire;3;Accord de construction;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Radio/Television;1938;24;0;;Mauvais client
323;22/07/1984;Homme;Tres qualifie/independants;4 a 7 ans;Logement gratuit;1;Inconnu/Pas de propriete;1;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Car (used);2910;24;0;;Bon client
324;22/03/1990;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;2;Voiture ou autre;0;Pas de credit/credit rembourse;1;< 0EUR;>=1000 EUR;Mobilier /equipements;2659;18;0;;Bon client
325;07/04/1982;Femme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;3;Bien immobilier;0;Compte critique / Autres credits (autre banque);2;Pas de compte courant;< 100 EUR;Car (new);1028;18;0;;Bon client
326;12/05/1979;Homme;Non qualifie;4 a 7 ans;Proprietaire;4;Bien immobilier;0;Compte critique / Autres credits (autre banque);2;< 0EUR;< 100 EUR;Car (new);3398;8;0;;Bon client
327;12/04/1969;Homme;Qualifie/fonctionnaire;>=7 ans;Location;4;Accord de construction;1;Compte critique / Autres credits (autre banque);1;Pas de compte courant;Compte cheque inconnu;Mobilier /equipements;5801;12;0;;Bon client
328;14/03/1984;Femme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;3;Voiture ou autre;1;Pas de credit/credit rembourse;1;Pas de compte courant;>=1000 EUR;Car (new);1525;24;0;;Bon client
329;09/02/1987;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;2;Voiture ou autre;0;Pas de credit/credit rembourse;1;>=200 EUR;< 100 EUR;Radio/Television;4473;36;0;;Bon client
330;26/03/1990;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;4;Voiture ou autre;0;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Radio/Television;1068;6;0;;Bon client
331;20/08/1943;Homme;Tres qualifie/independants;Sans emploi;Logement gratuit;4;Inconnu/Pas de propriete;1;Compte critique / Autres credits (autre banque);2;< 0EUR;< 100 EUR;Car (used);6615;24;0;;Bon client
332;17/08/1988;Femme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;2;Bien immobilier;0;Compte critique / Autres credits (autre banque);2;Pas de compte courant;100-500 EUR;Education;1864;18;0;;Mauvais client
333;25/08/1994;Femme;Tres qualifie/independants;< 1 an;Proprietaire;2;Accord de construction;0;Pas de credit/credit rembourse;1;0-200 EUR;100-500 EUR;Car (new);7408;60;0;;Mauvais client
334;12/03/1994;Femme;Non qualifie;1-4 ans;Location;4;Voiture ou autre;0;Compte critique / Autres credits (autre banque);2;Pas de compte courant;100-500 EUR;Car (used);11590;48;0;;Mauvais client
335;11/04/1995;Homme;Qualifie/fonctionnaire;>=7 ans;Location;4;Inconnu/Pas de propriete;0;Pas de credit/credit rembourse;2;< 0EUR;< 100 EUR;Mobilier /equipements;4110;24;0;Banque;Mauvais client
336;18/04/1974;Homme;Tres qualifie/independants;1-4 ans;Location;4;Bien immobilier;1;Compte critique / Autres credits (autre banque);1;< 0EUR;< 100 EUR;Mobilier /equipements;3384;6;0;;Mauvais client
337;25/12/1995;Femme;Non qualifie;< 1 an;Proprietaire;4;Accord de construction;0;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Radio/Television;2101;13;1;;Bon client
338;02/08/1994;Femme;Qualifie/fonctionnaire;1-4 ans;Location;2;Voiture ou autre;0;Pas de credit/credit rembourse;1;< 0EUR;Compte cheque inconnu;Appareils menagers;1275;15;0;;Mauvais client
339;10/11/1990;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;4;Accord de construction;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Mobilier /equipements;4169;24;0;;Bon client
340;07/05/1987;Homme;Non qualifie;1-4 ans;Proprietaire;2;Voiture ou autre;0;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Mobilier /equipements;1521;10;0;;Bon client
341;11/02/1994;Femme;Qualifie/fonctionnaire;< 1 an;Logement gratuit;4;Inconnu/Pas de propriete;1;Compte critique / Autres credits (autre banque);2;0-200 EUR;< 100 EUR;Education;5743;24;0;;Bon client
342;08/09/1992;Femme;Non qualifie;4 a 7 ans;Location;4;Voiture ou autre;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Mobilier /equipements;3599;21;0;;Bon client
343;13/11/1993;Homme;Qualifie/fonctionnaire;< 1 an;Location;3;Bien immobilier;0;Pas de credit/credit rembourse;1;0-200 EUR;500-1000 EUR;Radio/Television;3213;18;0;;Bon client
344;09/06/1985;Homme;Tres qualifie/independants;>=7 ans;Proprietaire;1;Bien immobilier;1;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Affaires;4439;18;1;;Bon client
345;26/05/1981;Homme;Non qualifie;< 1 an;Proprietaire;1;Accord de construction;0;Pas de credit/credit rembourse;1;>=200 EUR;< 100 EUR;Car (new);3949;10;1;;Bon client
346;04/06/1975;Femme;Non qualifie;1-4 ans;Proprietaire;2;Voiture ou autre;0;Compte critique / Autres credits (autre banque);1;Pas de compte courant;< 100 EUR;Radio/Television;1459;15;0;;Bon client
347;03/02/1995;Homme;Qualifie/fonctionnaire;< 1 an;Proprietaire;4;Bien immobilier;0;Compte critique / Autres credits (autre banque);2;0-200 EUR;< 100 EUR;Radio/Television;882;13;1;;Bon client
348;12/02/1995;Femme;Sans emploi;Sans emploi;Location;4;Inconnu/Pas de propriete;0;Pas de credit/credit rembourse;1;0-200 EUR;500-1000 EUR;Radio/Television;3758;24;0;Banque;Bon client
349;14/06/1984;Homme;Non qualifie;1-4 ans;Proprietaire;2;Bien immobilier;0;Au moins un retard de paiement;2;Pas de compte courant;100-500 EUR;Affaires;1743;6;0;Banque;Bon client
350;13/02/1986;Homme;Qualifie/fonctionnaire;>=7 ans;Logement gratuit;3;Inconnu/Pas de propriete;0;Compte critique / Autres credits (autre banque);2;0-200 EUR;>=1000 EUR;Education;1136;9;0;Banque;Mauvais client
351;28/10/1995;Femme;Qualifie/fonctionnaire;< 1 an;Location;4;Bien immobilier;1;Pas de credit/credit rembourse;1;Pas de compte courant;< 100 EUR;Appareils menagers;1236;9;0;;Bon client
352;30/09/1989;Femme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;2;Voiture ou autre;0;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Mobilier /equipements;959;9;0;;Mauvais client
353;18/07/1980;Homme;Tres qualifie/independants;Sans emploi;Proprietaire;4;Inconnu/Pas de propriete;1;Compte critique / Autres credits (autre banque);1;Pas de compte courant;Compte cheque inconnu;Car (used);3229;18;0;;Bon client
354;13/11/1990;Homme;Qualifie/fonctionnaire;1-4 ans;Location;2;Accord de construction;1;Pas de credit/credit rembourse;2;< 0EUR;< 100 EUR;Radio/Television;6199;12;0;;Mauvais client
355;16/07/1972;Homme;Qualifie/fonctionnaire;>=7 ans;Logement gratuit;4;Inconnu/Pas de propriete;1;Pas de credit/credit rembourse;1;Pas de compte courant;500-1000 EUR;Education;727;10;0;;Bon client
356;31/07/1995;Homme;Non qualifie;< 1 an;Proprietaire;2;Bien immobilier;0;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Car (new);1246;24;0;Magasins;Mauvais client
357;28/09/1969;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;4;Bien immobilier;1;Compte critique / Autres credits (autre banque);1;Pas de compte courant;Compte cheque inconnu;Radio/Television;2331;12;1;;Bon client
358;26/07/1992;Homme;Tres qualifie/independants;1-4 ans;Proprietaire;2;Voiture ou autre;1;Au moins un retard de paiement;2;Pas de compte courant;< 100 EUR;Radio/Television;4463;36;0;;Mauvais client
359;12/06/1990;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;2;Bien immobilier;0;Pas de credit/credit rembourse;1;Pas de compte courant;< 100 EUR;Radio/Television;776;12;0;;Bon client
360;07/07/1995;Femme;Qualifie/fonctionnaire;4 a 7 ans;Location;4;Bien immobilier;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Mobilier /equipements;2406;30;0;;Mauvais client
361;22/10/1957;Homme;Qualifie/fonctionnaire;1-4 ans;Logement gratuit;4;Inconnu/Pas de propriete;0;Pas de credit/credit rembourse;1;0-200 EUR;Compte cheque inconnu;Education;1239;18;0;;Bon client
362;23/06/1981;Homme;Tres qualifie/independants;>=7 ans;Proprietaire;3;Voiture ou autre;0;Pas de credit/credit rembourse;1;>=200 EUR;Compte cheque inconnu;Radio/Television;3399;12;0;Aucun;Bon client
363;01/05/1982;Femme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;2;Voiture ou autre;1;Au moins un retard de paiement;2;>=200 EUR;< 100 EUR;Car (new);2247;12;0;;Bon client
364;13/03/1997;Homme;Qualifie/fonctionnaire;1-4 ans;Location;2;Accord de construction;0;Pas de credit/credit rembourse;1;Pas de compte courant;< 100 EUR;Mobilier /equipements;1766;6;0;;Bon client
365;12/10/1993;Homme;Sans emploi;Sans emploi;Proprietaire;1;Voiture ou autre;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Mobilier /equipements;2473;18;0;;Mauvais client
366;09/07/1982;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;4;Voiture ou autre;1;Pas de credit/credit rembourse;1;Pas de compte courant;< 100 EUR;Affaires;1542;12;0;;Bon client
367;18/03/1991;Homme;Qualifie/fonctionnaire;4 a 7 ans;Proprietaire;1;Voiture ou autre;0;Compte critique / Autres credits (autre banque);2;Pas de compte courant;< 100 EUR;Car (used);3850;18;0;;Bon client
368;14/04/1996;Femme;Qualifie/fonctionnaire;< 1 an;Location;4;Voiture ou autre;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Mobilier /equipements;3650;18;0;;Bon client
369;20/11/1976;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;2;Voiture ou autre;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Mobilier /equipements;3446;36;0;;Mauvais client
370;13/09/1978;Femme;Qualifie/fonctionnaire;4 a 7 ans;Location;4;Bien immobilier;0;Pas de credit/credit rembourse;1;0-200 EUR;< 100 EUR;Mobilier /equipements;3001;18;0;;Bon client
371;03/04/1982;Homme;Qualifie/fonctionnaire;1-4 ans;Proprietaire;4;Bien immobilier;0;Pas de credit/credit rembourse;1;Pas de compte courant;Compte cheque inconnu;Car (new);3079;36;0;;Bon client
372;08/10/1985;Homme;Qualifie/fonctionnaire;>=7 ans;Proprietaire;4;Voiture ou autre;1;Compte critique / Autres credits (autre banque);2;Pas de compte courant;< 100 EUR;Radio/Television;6070;18;0;;Bon client
373;03/05/1995;Femme;Qualifie/fonctionnaire;< 1 an;Location;3;Bien immobilier;0;Compte critique / Autres credits (autre banque);2;Pas de compte courant;< 100 EUR;Mobilier /equipements;2146;10;0;Aucun;Bon client
374;13/02/1955;Homme;Tres qualifie/independants;>=7 ans;Logement gratuit;4;Inconnu/Pas de propriete;1;Compte critique / Autres credits (autre banque);1;Pas de compte courant;Compte cheque inconnu;Car (new);13756;60;0;;Bon client
375;23/07/1958;Femme;Tres qualifie/independants;>=7 ans;Logement gratuit;4;Inconnu/Pas de propriete;1;Pas de credit/credit rembourse;2;0-200 EUR;100-500 EUR;Autres;14782;60;0;;Mauvais client
376;17/11/1981;Femme;Qualifie/fonctionnaire;4 a 7 ans;Location;4;Voiture ou autre;0;Pas de credit/credit rembourse;1;< 0EUR;< 100 EUR;Affaires;7685;48;1;;Mauvais client
377;04/09/1984;Homme;Qualifie/fonctionnaire;Sans emploi;Proprietaire;3;Bien immobilier;0;Au moins un retard de paiement;2;Pas de compte courant;< 100 EUR;Radio/Television;2320;18;0;;Bon client
